TransactionID,UserID,TransactionAmount,TransactionDate,Location,Device,IsFlaggedFraud
5931,1569,74.08,2024-01-05 02:50:00,Seattle,Mobile,0
5932,1324,9.22,2024-01-05 02:51:00,Houston,Mobile,0
5933,1411,72.94,2024-01-05 02:52:00,San Francisco,Tablet,0
5934,1317,69.2,2024-01-05 02:53:00,San Francisco,Desktop,0
5935,1680,38.76,2024-01-05 02:54:00,Austin,Desktop,0
5936,1964,100.44,2024-01-05 02:55:00,New York,Mobile,0
5937,1081,7.09,2024-01-05 02:56:00,Austin,Mobile,1
5938,1473,45.25,2024-01-05 02:57:00,Houston,Desktop,0
5939,1467,29.83,2024-01-05 02:58:00,Austin,Mobile,0
5940,1424,27.43,2024-01-05 02:59:00,Austin,Desktop,1
5941,1944,14.56,2024-01-05 03:00:00,New York,Desktop,0
5942,1730,23.28,2024-01-05 03:01:00,Seattle,Tablet,0
5943,1688,5.72,2024-01-05 03:02:00,San Francisco,Desktop,1
5944,1203,14.49,2024-01-05 03:03:00,Los Angeles,Tablet,0
5945,1582,15.87,2024-01-05 03:04:00,Chicago,Desktop,0
5946,1386,63.77,2024-01-05 03:05:00,Houston,Desktop,0
5947,1777,2.49,2024-01-05 03:06:00,Houston,Mobile,0
5948,1097,52.66,2024-01-05 03:07:00,Houston,Mobile,0
5949,1344,12.51,2024-01-05 03:08:00,Chicago,Desktop,0
5950,1802,4.27,2024-01-05 03:09:00,Los Angeles,Desktop,0
5951,1207,17.89,2024-01-05 03:10:00,San Francisco,Mobile,0
5952,1513,12.71,2024-01-05 03:11:00,Austin,Desktop,0
5953,1635,40.15,2024-01-05 03:12:00,San Francisco,Mobile,0
5954,1791,22.11,2024-01-05 03:13:00,Houston,Desktop,0
5955,1585,169.06,2024-01-05 03:14:00,Austin,Mobile,1
5956,1165,165.59,2024-01-05 03:15:00,New York,Desktop,0
5957,1021,29.32,2024-01-05 03:16:00,San Francisco,Mobile,1
5958,1153,79.26,2024-01-05 03:17:00,New York,Mobile,0
5959,1938,0.67,2024-01-05 03:18:00,New York,Desktop,0
5960,1438,39.68,2024-01-05 03:19:00,Seattle,Mobile,0
5961,1294,67.99,2024-01-05 03:20:00,San Francisco,Desktop,0
5962,1218,12.23,2024-01-05 03:21:00,Houston,Desktop,0
5963,1668,3.16,2024-01-05 03:22:00,Chicago,Desktop,0
5964,1494,8.48,2024-01-05 03:23:00,Houston,Mobile,0
5965,1229,29.16,2024-01-05 03:24:00,New York,Desktop,1
5966,1019,35.3,2024-01-05 03:25:00,New York,Mobile,0
5967,1986,23.97,2024-01-05 03:26:00,Houston,Mobile,0
5968,1552,28.99,2024-01-05 03:27:00,Chicago,Desktop,0
5969,1949,31.77,2024-01-05 03:28:00,Chicago,Desktop,0
5970,1147,73.36,2024-01-05 03:29:00,Seattle,Desktop,0
5971,1107,5.56,2024-01-05 03:30:00,Austin,Desktop,0
5972,1402,73.26,2024-01-05 03:31:00,Los Angeles,Desktop,0
5973,1595,58.34,2024-01-05 03:32:00,New York,Mobile,0
5974,1482,67.67,2024-01-05 03:33:00,Chicago,Mobile,0
5975,1366,66.3,2024-01-05 03:34:00,San Francisco,Desktop,0
5976,1833,31.8,2024-01-05 03:35:00,Seattle,Mobile,0
5977,1413,11.87,2024-01-05 03:36:00,New York,Desktop,0
5978,1308,38.46,2024-01-05 03:37:00,Los Angeles,Mobile,0
5979,1801,158.48,2024-01-05 03:38:00,San Francisco,Tablet,0
5980,1917,44.4,2024-01-05 03:39:00,New York,Desktop,0
5981,1834,0.56,2024-01-05 03:40:00,Seattle,Mobile,0
5982,1133,3.08,2024-01-05 03:41:00,Seattle,Mobile,0
5983,1718,247.13,2024-01-05 03:42:00,Chicago,Mobile,0
5984,1282,3.73,2024-01-05 03:43:00,Austin,Desktop,0
5985,1777,2.36,2024-01-05 03:44:00,Houston,Desktop,0
5986,1072,21.77,2024-01-05 03:45:00,Seattle,Desktop,0
5987,1480,174.2,2024-01-05 03:46:00,San Francisco,Desktop,1
5988,1351,19.19,2024-01-05 03:47:00,Houston,Mobile,0
5989,1559,26.37,2024-01-05 03:48:00,Chicago,Desktop,0
5990,1325,50.27,2024-01-05 03:49:00,Chicago,Mobile,0
5991,1744,1.22,2024-01-05 03:50:00,San Francisco,Desktop,0
5992,1442,114.02,2024-01-05 03:51:00,Los Angeles,Desktop,0
5993,1099,36.64,2024-01-05 03:52:00,Seattle,Mobile,0
5994,1058,31.44,2024-01-05 03:53:00,San Francisco,Desktop,0
5995,1507,98.57,2024-01-05 03:54:00,New York,Mobile,0
5996,1257,152.96,2024-01-05 03:55:00,Los Angeles,Desktop,0
5997,1412,27.53,2024-01-05 03:56:00,Houston,Desktop,0
5998,1451,9.46,2024-01-05 03:57:00,New York,Desktop,1
5999,1064,84.56,2024-01-05 03:58:00,Los Angeles,Desktop,0
6000,1594,25.81,2024-01-05 03:59:00,Houston,Tablet,0
6001,1153,137.09,2024-01-05 04:00:00,New York,Desktop,0
6002,1984,149.69,2024-01-05 04:01:00,Austin,Mobile,0
6003,1265,6.1,2024-01-05 04:02:00,Seattle,Desktop,0
6004,1820,156.81,2024-01-05 04:03:00,San Francisco,Mobile,0
6005,1078,22.96,2024-01-05 04:04:00,San Francisco,Mobile,0
6006,1314,51.96,2024-01-05 04:05:00,San Francisco,Tablet,0
6007,1661,1.77,2024-01-05 04:06:00,Austin,Mobile,0
6008,1946,109.86,2024-01-05 04:07:00,Seattle,Tablet,1
6009,1559,51.3,2024-01-05 04:08:00,Los Angeles,Mobile,0
6010,1916,51.58,2024-01-05 04:09:00,Seattle,Desktop,0
6011,1890,116.23,2024-01-05 04:10:00,Chicago,Tablet,0
6012,1247,35.5,2024-01-05 04:11:00,New York,Tablet,0
6013,1789,26.43,2024-01-05 04:12:00,Los Angeles,Desktop,0
6014,1867,100.54,2024-01-05 04:13:00,Chicago,Tablet,1
6015,1609,67.82,2024-01-05 04:14:00,San Francisco,Mobile,0
6016,1413,148.77,2024-01-05 04:15:00,San Francisco,Tablet,0
6017,1024,140.77,2024-01-05 04:16:00,San Francisco,Tablet,0
6018,1283,24.09,2024-01-05 04:17:00,Chicago,Mobile,0
6019,1448,29.62,2024-01-05 04:18:00,New York,Mobile,1
6020,1880,14.78,2024-01-05 04:19:00,New York,Desktop,0
6021,1300,54.04,2024-01-05 04:20:00,Chicago,Desktop,0
6022,1067,22.67,2024-01-05 04:21:00,Houston,Desktop,0
6023,1006,77.11,2024-01-05 04:22:00,San Francisco,Desktop,0
6024,1816,6.48,2024-01-05 04:23:00,Los Angeles,Desktop,1
6025,1136,6.19,2024-01-05 04:24:00,New York,Mobile,0
6026,1163,11.44,2024-01-05 04:25:00,Seattle,Desktop,0
6027,1082,4.4,2024-01-05 04:26:00,Chicago,Mobile,0
6028,1896,48.38,2024-01-05 04:27:00,Houston,Mobile,0
6029,1649,7.97,2024-01-05 04:28:00,Austin,Mobile,0
6030,1419,8.72,2024-01-05 04:29:00,Chicago,Desktop,0
6031,1072,0.72,2024-01-05 04:30:00,Seattle,Desktop,0
6032,1236,76.18,2024-01-05 04:31:00,Houston,Desktop,0
6033,1045,83.64,2024-01-05 04:32:00,Austin,Desktop,0
6034,1617,8.84,2024-01-05 04:33:00,Houston,Mobile,0
6035,1927,67.26,2024-01-05 04:34:00,New York,Mobile,0
6036,1799,28.42,2024-01-05 04:35:00,Chicago,Mobile,0
6037,1261,13.7,2024-01-05 04:36:00,Seattle,Desktop,0
6038,1175,48.56,2024-01-05 04:37:00,Austin,Desktop,0
6039,1165,9.83,2024-01-05 04:38:00,Houston,Mobile,0
6040,1656,70.71,2024-01-05 04:39:00,Austin,Desktop,0
6041,1841,2.44,2024-01-05 04:40:00,Los Angeles,Mobile,0
6042,1369,159.87,2024-01-05 04:41:00,Seattle,Mobile,0
6043,1794,3.73,2024-01-05 04:42:00,Chicago,Desktop,0
6044,1053,43.31,2024-01-05 04:43:00,New York,Mobile,0
6045,1689,116.24,2024-01-05 04:44:00,Austin,Mobile,0
6046,1418,0.6,2024-01-05 04:45:00,San Francisco,Mobile,0
6047,1755,34.51,2024-01-05 04:46:00,Houston,Desktop,0
6048,1506,21.54,2024-01-05 04:47:00,San Francisco,Mobile,1
6049,1340,43.41,2024-01-05 04:48:00,Austin,Desktop,0
6050,1126,12.77,2024-01-05 04:49:00,Seattle,Mobile,0
6051,1408,3.36,2024-01-05 04:50:00,San Francisco,Desktop,0
6052,1923,49.17,2024-01-05 04:51:00,Houston,Desktop,0
6053,1366,26.97,2024-01-05 04:52:00,Austin,Desktop,0
6054,1270,48.71,2024-01-05 04:53:00,New York,Desktop,0
6055,1643,11.82,2024-01-05 04:54:00,New York,Desktop,0
6056,1604,20.68,2024-01-05 04:55:00,Chicago,Desktop,0
6057,1378,41.24,2024-01-05 04:56:00,New York,Mobile,0
6058,1072,44.96,2024-01-05 04:57:00,Austin,Desktop,0
6059,1922,23.29,2024-01-05 04:58:00,Seattle,Mobile,0
6060,1921,16.43,2024-01-05 04:59:00,Austin,Mobile,0
6061,1914,15.99,2024-01-05 05:00:00,New York,Desktop,0
6062,1247,9.6,2024-01-05 05:01:00,Los Angeles,Desktop,0
6063,1859,19.68,2024-01-05 05:02:00,Austin,Desktop,0
6064,1784,11.12,2024-01-05 05:03:00,Chicago,Tablet,0
6065,1042,50.23,2024-01-05 05:04:00,Los Angeles,Mobile,0
6066,1376,42.09,2024-01-05 05:05:00,New York,Tablet,0
6067,1040,24.11,2024-01-05 05:06:00,Seattle,Desktop,0
6068,1169,19.71,2024-01-05 05:07:00,Houston,Mobile,0
6069,1945,13.57,2024-01-05 05:08:00,Austin,Desktop,0
6070,1211,38.34,2024-01-05 05:09:00,Houston,Mobile,0
6071,1492,125.61,2024-01-05 05:10:00,San Francisco,Desktop,0
6072,1679,57.87,2024-01-05 05:11:00,Chicago,Mobile,0
6073,1038,68.21,2024-01-05 05:12:00,Los Angeles,Mobile,0
6074,1368,89.9,2024-01-05 05:13:00,Houston,Mobile,0
6075,1756,21.67,2024-01-05 05:14:00,Chicago,Desktop,0
6076,1150,3.25,2024-01-05 05:15:00,Houston,Mobile,0
6077,1110,48.72,2024-01-05 05:16:00,Houston,Desktop,0
6078,1479,10.45,2024-01-05 05:17:00,Chicago,Mobile,0
6079,1435,42.09,2024-01-05 05:18:00,Austin,Mobile,0
6080,1046,67.26,2024-01-05 05:19:00,Houston,Desktop,0
6081,1574,76.54,2024-01-05 05:20:00,Chicago,Mobile,0
6082,1736,17.97,2024-01-05 05:21:00,Houston,Desktop,0
6083,1365,35.92,2024-01-05 05:22:00,Seattle,Desktop,0
6084,1068,48.51,2024-01-05 05:23:00,Austin,Desktop,0
6085,1298,85.6,2024-01-05 05:24:00,Seattle,Mobile,0
6086,1943,71.65,2024-01-05 05:25:00,Seattle,Mobile,0
6087,1801,221.04,2024-01-05 05:26:00,Chicago,Mobile,0
6088,1295,0.41,2024-01-05 05:27:00,Seattle,Mobile,0
6089,1202,28.77,2024-01-05 05:28:00,Houston,Mobile,0
6090,1060,14.79,2024-01-05 05:29:00,New York,Desktop,0
6091,1945,6.39,2024-01-05 05:30:00,Austin,Mobile,0
6092,1962,121.25,2024-01-05 05:31:00,Houston,Desktop,0
6093,1829,309.79,2024-01-05 05:32:00,Los Angeles,Mobile,0
6094,1313,9.96,2024-01-05 05:33:00,Chicago,Desktop,0
6095,1160,1.96,2024-01-05 05:34:00,Houston,Tablet,0
6096,1330,16.08,2024-01-05 05:35:00,Austin,Mobile,0
6097,1527,90.05,2024-01-05 05:36:00,Seattle,Mobile,0
6098,1337,17.4,2024-01-05 05:37:00,Austin,Desktop,0
6099,1605,2.93,2024-01-05 05:38:00,Los Angeles,Desktop,0
6100,1303,2.7,2024-01-05 05:39:00,Seattle,Desktop,0
6101,1502,27.88,2024-01-05 05:40:00,Los Angeles,Mobile,0
6102,1649,134.28,2024-01-05 05:41:00,San Francisco,Mobile,0
6103,1337,16.84,2024-01-05 05:42:00,San Francisco,Desktop,0
6104,1549,27.86,2024-01-05 05:43:00,Houston,Desktop,0
6105,1638,5.38,2024-01-05 05:44:00,New York,Desktop,0
6106,1274,34.02,2024-01-05 05:45:00,Seattle,Mobile,0
6107,1163,59.63,2024-01-05 05:46:00,Austin,Desktop,0
6108,1442,15.81,2024-01-05 05:47:00,New York,Tablet,0
6109,1318,17.6,2024-01-05 05:48:00,Seattle,Desktop,0
6110,1588,92.25,2024-01-05 05:49:00,Seattle,Mobile,0
6111,1503,0.52,2024-01-05 05:50:00,Seattle,Mobile,0
6112,1685,50.59,2024-01-05 05:51:00,Seattle,Desktop,1
6113,1386,25.03,2024-01-05 05:52:00,New York,Mobile,0
6114,1969,17.72,2024-01-05 05:53:00,Houston,Desktop,0
6115,1869,53.59,2024-01-05 05:54:00,Chicago,Mobile,0
6116,1832,89.99,2024-01-05 05:55:00,Chicago,Mobile,0
6117,1887,40.87,2024-01-05 05:56:00,Chicago,Desktop,0
6118,1602,1.58,2024-01-05 05:57:00,Los Angeles,Mobile,0
6119,1749,30.94,2024-01-05 05:58:00,Seattle,Mobile,0
6120,1775,31.07,2024-01-05 05:59:00,Seattle,Mobile,0
6121,1690,39.24,2024-01-05 06:00:00,Austin,Desktop,0
6122,1493,55.58,2024-01-05 06:01:00,Los Angeles,Desktop,0
6123,1489,0.98,2024-01-05 06:02:00,Austin,Desktop,1
6124,1720,34.86,2024-01-05 06:03:00,San Francisco,Tablet,1
6125,1072,44.37,2024-01-05 06:04:00,Austin,Tablet,0
6126,1508,21.03,2024-01-05 06:05:00,Austin,Desktop,0
6127,1389,55.19,2024-01-05 06:06:00,Houston,Desktop,0
6128,1618,12.95,2024-01-05 06:07:00,Chicago,Mobile,0
6129,1856,19.09,2024-01-05 06:08:00,Seattle,Mobile,0
6130,1294,164.51,2024-01-05 06:09:00,Los Angeles,Mobile,0
6131,1368,21.39,2024-01-05 06:10:00,San Francisco,Desktop,0
6132,1955,21.27,2024-01-05 06:11:00,Los Angeles,Desktop,0
6133,1795,45.28,2024-01-05 06:12:00,Seattle,Desktop,0
6134,1864,176.98,2024-01-05 06:13:00,Houston,Desktop,0
6135,1693,203.96,2024-01-05 06:14:00,Austin,Mobile,1
6136,1548,43.33,2024-01-05 06:15:00,San Francisco,Mobile,0
6137,1648,0.05,2024-01-05 06:16:00,Chicago,Mobile,0
6138,1849,115.46,2024-01-05 06:17:00,Seattle,Desktop,0
6139,1567,42.23,2024-01-05 06:18:00,New York,Mobile,0
6140,1186,22.79,2024-01-05 06:19:00,New York,Mobile,0
6141,1852,88.36,2024-01-05 06:20:00,Houston,Desktop,0
6142,1769,25.53,2024-01-05 06:21:00,Chicago,Mobile,0
6143,1444,1.73,2024-01-05 06:22:00,New York,Mobile,0
6144,1569,86.04,2024-01-05 06:23:00,New York,Mobile,0
6145,1362,39.47,2024-01-05 06:24:00,Seattle,Desktop,0
6146,1122,20.64,2024-01-05 06:25:00,San Francisco,Mobile,1
6147,1187,14.44,2024-01-05 06:26:00,San Francisco,Tablet,0
6148,1741,45.05,2024-01-05 06:27:00,Seattle,Mobile,0
6149,1679,11.66,2024-01-05 06:28:00,Los Angeles,Mobile,0
6150,1419,19.57,2024-01-05 06:29:00,Seattle,Desktop,0
6151,1625,50.6,2024-01-05 06:30:00,Chicago,Mobile,0
6152,1251,106.66,2024-01-05 06:31:00,New York,Mobile,1
6153,1618,38.06,2024-01-05 06:32:00,San Francisco,Mobile,0
6154,1548,71.17,2024-01-05 06:33:00,Seattle,Desktop,0
6155,1334,72.0,2024-01-05 06:34:00,San Francisco,Tablet,0
6156,1091,54.58,2024-01-05 06:35:00,San Francisco,Mobile,1
6157,1529,14.11,2024-01-05 06:36:00,Los Angeles,Tablet,0
6158,1865,100.79,2024-01-05 06:37:00,Chicago,Mobile,0
6159,1062,28.66,2024-01-05 06:38:00,Austin,Mobile,0
6160,1661,2.26,2024-01-05 06:39:00,San Francisco,Mobile,0
6161,1511,14.03,2024-01-05 06:40:00,Chicago,Mobile,0
6162,1138,72.53,2024-01-05 06:41:00,Houston,Desktop,0
6163,1697,3.58,2024-01-05 06:42:00,Los Angeles,Desktop,0
6164,1184,7.97,2024-01-05 06:43:00,Austin,Mobile,0
6165,1204,59.25,2024-01-05 06:44:00,San Francisco,Tablet,0
6166,1771,111.56,2024-01-05 06:45:00,Seattle,Mobile,1
6167,1213,50.22,2024-01-05 06:46:00,San Francisco,Desktop,0
6168,1255,12.57,2024-01-05 06:47:00,Los Angeles,Desktop,0
6169,1134,2.74,2024-01-05 06:48:00,Los Angeles,Mobile,0
6170,1572,47.74,2024-01-05 06:49:00,New York,Mobile,0
6171,1874,2.43,2024-01-05 06:50:00,San Francisco,Tablet,1
6172,1821,47.43,2024-01-05 06:51:00,Chicago,Mobile,0
6173,1087,12.78,2024-01-05 06:52:00,Los Angeles,Desktop,0
6174,1835,117.51,2024-01-05 06:53:00,Los Angeles,Mobile,0
6175,1987,32.23,2024-01-05 06:54:00,Houston,Mobile,0
6176,1206,12.68,2024-01-05 06:55:00,Houston,Mobile,0
6177,1128,95.92,2024-01-05 06:56:00,Houston,Desktop,0
6178,1822,14.65,2024-01-05 06:57:00,Los Angeles,Desktop,0
6179,1002,18.31,2024-01-05 06:58:00,Austin,Mobile,0
6180,1973,89.87,2024-01-05 06:59:00,Chicago,Desktop,0
6181,1933,18.47,2024-01-05 07:00:00,Los Angeles,Desktop,0
6182,1753,26.4,2024-01-05 07:01:00,Seattle,Desktop,0
6183,1120,21.36,2024-01-05 07:02:00,Seattle,Tablet,0
6184,1384,6.19,2024-01-05 07:03:00,New York,Desktop,0
6185,1613,1.98,2024-01-05 07:04:00,Seattle,Mobile,0
6186,1037,64.47,2024-01-05 07:05:00,San Francisco,Mobile,1
6187,1340,51.8,2024-01-05 07:06:00,Austin,Mobile,0
6188,1924,16.59,2024-01-05 07:07:00,Austin,Mobile,0
6189,1644,17.52,2024-01-05 07:08:00,Chicago,Desktop,0
6190,1713,145.03,2024-01-05 07:09:00,Austin,Desktop,1
6191,1859,219.79,2024-01-05 07:10:00,Chicago,Desktop,0
6192,1020,32.07,2024-01-05 07:11:00,Seattle,Mobile,1
6193,1241,81.09,2024-01-05 07:12:00,Austin,Tablet,0
6194,1454,66.72,2024-01-05 07:13:00,San Francisco,Tablet,0
6195,1962,17.64,2024-01-05 07:14:00,Chicago,Mobile,0
6196,1620,3.02,2024-01-05 07:15:00,Houston,Tablet,0
6197,1302,7.69,2024-01-05 07:16:00,Houston,Tablet,0
6198,1595,91.1,2024-01-05 07:17:00,Austin,Mobile,0
6199,1594,65.69,2024-01-05 07:18:00,Austin,Desktop,0
6200,1802,54.58,2024-01-05 07:19:00,Seattle,Desktop,0
6201,1963,7.0,2024-01-05 07:20:00,Chicago,Tablet,0
6202,1068,51.07,2024-01-05 07:21:00,Seattle,Mobile,0
6203,1128,73.95,2024-01-05 07:22:00,Chicago,Mobile,0
6204,1195,98.52,2024-01-05 07:23:00,San Francisco,Desktop,0
6205,1139,0.67,2024-01-05 07:24:00,Los Angeles,Desktop,0
6206,1443,57.68,2024-01-05 07:25:00,Houston,Desktop,0
6207,1282,0.96,2024-01-05 07:26:00,Los Angeles,Desktop,0
6208,1311,61.36,2024-01-05 07:27:00,Los Angeles,Tablet,0
6209,1745,50.48,2024-01-05 07:28:00,New York,Desktop,0
6210,1534,8.03,2024-01-05 07:29:00,Chicago,Mobile,0
6211,1664,72.65,2024-01-05 07:30:00,New York,Desktop,0
6212,1276,3.54,2024-01-05 07:31:00,New York,Desktop,0
6213,1060,87.55,2024-01-05 07:32:00,Los Angeles,Desktop,0
6214,1318,15.19,2024-01-05 07:33:00,New York,Tablet,0
6215,1889,58.37,2024-01-05 07:34:00,San Francisco,Mobile,0
6216,1051,128.65,2024-01-05 07:35:00,Chicago,Mobile,0
6217,1855,20.76,2024-01-05 07:36:00,Los Angeles,Tablet,0
6218,1152,34.95,2024-01-05 07:37:00,Chicago,Tablet,0
6219,1748,31.1,2024-01-05 07:38:00,San Francisco,Desktop,0
6220,1310,8.58,2024-01-05 07:39:00,Austin,Desktop,0
6221,1813,44.62,2024-01-05 07:40:00,New York,Desktop,0
6222,1543,67.93,2024-01-05 07:41:00,Los Angeles,Desktop,0
6223,1566,124.37,2024-01-05 07:42:00,Houston,Desktop,0
6224,1863,95.12,2024-01-05 07:43:00,Chicago,Desktop,1
6225,1388,35.67,2024-01-05 07:44:00,Seattle,Desktop,0
6226,1547,63.47,2024-01-05 07:45:00,San Francisco,Mobile,0
6227,1621,80.67,2024-01-05 07:46:00,New York,Mobile,0
6228,1176,34.01,2024-01-05 07:47:00,Chicago,Desktop,0
6229,1361,6.13,2024-01-05 07:48:00,San Francisco,Mobile,0
6230,1313,28.81,2024-01-05 07:49:00,Chicago,Mobile,0
6231,1806,92.41,2024-01-05 07:50:00,Austin,Desktop,0
6232,1847,45.4,2024-01-05 07:51:00,Seattle,Mobile,0
6233,1096,64.45,2024-01-05 07:52:00,San Francisco,Desktop,1
6234,1880,10.24,2024-01-05 07:53:00,Chicago,Desktop,1
6235,1212,166.68,2024-01-05 07:54:00,Seattle,Mobile,0
6236,1828,25.88,2024-01-05 07:55:00,Austin,Desktop,0
6237,1136,53.01,2024-01-05 07:56:00,Austin,Desktop,0
6238,1005,0.95,2024-01-05 07:57:00,Austin,Desktop,0
6239,1108,6.81,2024-01-05 07:58:00,New York,Tablet,1
6240,1546,76.17,2024-01-05 07:59:00,San Francisco,Mobile,0
6241,1038,172.05,2024-01-05 08:00:00,Chicago,Mobile,0
6242,1661,19.29,2024-01-05 08:01:00,Chicago,Mobile,0
6243,1424,1.89,2024-01-05 08:02:00,Seattle,Mobile,0
6244,1629,22.38,2024-01-05 08:03:00,Seattle,Desktop,0
6245,1260,0.88,2024-01-05 08:04:00,San Francisco,Tablet,1
6246,1425,10.68,2024-01-05 08:05:00,Austin,Mobile,0
6247,1086,69.81,2024-01-05 08:06:00,Chicago,Desktop,0
6248,1464,138.3,2024-01-05 08:07:00,Chicago,Mobile,0
6249,1075,4.58,2024-01-05 08:08:00,Austin,Mobile,0
6250,1470,40.81,2024-01-05 08:09:00,Houston,Desktop,0
6251,1975,14.64,2024-01-05 08:10:00,Houston,Desktop,0
6252,1962,7.49,2024-01-05 08:11:00,Austin,Desktop,0
6253,1413,12.36,2024-01-05 08:12:00,Seattle,Mobile,0
6254,1824,43.11,2024-01-05 08:13:00,New York,Desktop,0
6255,1894,3.37,2024-01-05 08:14:00,Seattle,Desktop,0
6256,1725,28.48,2024-01-05 08:15:00,Seattle,Desktop,0
6257,1456,7.26,2024-01-05 08:16:00,Chicago,Mobile,0
6258,1284,15.92,2024-01-05 08:17:00,Seattle,Tablet,0
6259,1238,10.58,2024-01-05 08:18:00,Chicago,Mobile,0
6260,1676,107.27,2024-01-05 08:19:00,Houston,Desktop,0
6261,1598,61.55,2024-01-05 08:20:00,Seattle,Mobile,1
6262,1652,101.42,2024-01-05 08:21:00,Austin,Mobile,1
6263,1671,24.18,2024-01-05 08:22:00,San Francisco,Mobile,0
6264,1557,18.8,2024-01-05 08:23:00,San Francisco,Mobile,0
6265,1371,23.95,2024-01-05 08:24:00,Seattle,Desktop,0
6266,1494,0.94,2024-01-05 08:25:00,New York,Desktop,0
6267,1623,64.5,2024-01-05 08:26:00,Seattle,Desktop,1
6268,1918,21.52,2024-01-05 08:27:00,Austin,Tablet,0
6269,1044,18.79,2024-01-05 08:28:00,Houston,Mobile,0
6270,1400,45.58,2024-01-05 08:29:00,Houston,Mobile,0
6271,1246,28.66,2024-01-05 08:30:00,Seattle,Mobile,0
6272,1615,197.76,2024-01-05 08:31:00,Chicago,Mobile,0
6273,1596,22.02,2024-01-05 08:32:00,Los Angeles,Desktop,0
6274,1449,47.58,2024-01-05 08:33:00,New York,Desktop,0
6275,1484,18.67,2024-01-05 08:34:00,New York,Tablet,0
6276,1645,233.33,2024-01-05 08:35:00,Los Angeles,Tablet,1
6277,1619,29.45,2024-01-05 08:36:00,San Francisco,Mobile,0
6278,1017,50.27,2024-01-05 08:37:00,San Francisco,Mobile,0
6279,1605,6.78,2024-01-05 08:38:00,San Francisco,Desktop,1
6280,1661,66.03,2024-01-05 08:39:00,Houston,Desktop,0
6281,1757,15.68,2024-01-05 08:40:00,Austin,Desktop,0
6282,1288,29.77,2024-01-05 08:41:00,New York,Mobile,0
6283,1413,107.34,2024-01-05 08:42:00,Los Angeles,Mobile,1
6284,1720,176.26,2024-01-05 08:43:00,Chicago,Mobile,1
6285,1637,27.63,2024-01-05 08:44:00,Seattle,Desktop,0
6286,1234,90.03,2024-01-05 08:45:00,Chicago,Desktop,0
6287,1415,2.74,2024-01-05 08:46:00,Seattle,Tablet,0
6288,1937,94.05,2024-01-05 08:47:00,Houston,Desktop,0
6289,1498,49.65,2024-01-05 08:48:00,New York,Mobile,0
6290,1973,33.54,2024-01-05 08:49:00,Austin,Mobile,0
6291,1633,110.35,2024-01-05 08:50:00,New York,Mobile,0
6292,1649,93.33,2024-01-05 08:51:00,Seattle,Tablet,0
6293,1114,17.62,2024-01-05 08:52:00,San Francisco,Desktop,0
6294,1931,78.39,2024-01-05 08:53:00,Chicago,Mobile,0
6295,1673,5.24,2024-01-05 08:54:00,New York,Desktop,0
6296,1712,86.51,2024-01-05 08:55:00,Chicago,Desktop,0
6297,1233,56.27,2024-01-05 08:56:00,Los Angeles,Desktop,0
6298,1539,4.6,2024-01-05 08:57:00,Los Angeles,Desktop,0
6299,1010,57.46,2024-01-05 08:58:00,Chicago,Tablet,0
6300,1205,43.44,2024-01-05 08:59:00,Austin,Mobile,0
6301,1678,45.14,2024-01-05 09:00:00,Austin,Desktop,0
6302,1246,17.19,2024-01-05 09:01:00,New York,Desktop,0
6303,1558,15.5,2024-01-05 09:02:00,Chicago,Desktop,0
6304,1757,71.89,2024-01-05 09:03:00,Houston,Mobile,0
6305,1126,14.84,2024-01-05 09:04:00,Austin,Mobile,0
6306,1146,29.55,2024-01-05 09:05:00,Seattle,Mobile,0
6307,1117,59.34,2024-01-05 09:06:00,Austin,Desktop,0
6308,1910,4.15,2024-01-05 09:07:00,San Francisco,Desktop,0
6309,1381,45.14,2024-01-05 09:08:00,Los Angeles,Desktop,1
6310,1411,44.5,2024-01-05 09:09:00,Austin,Mobile,0
6311,1663,57.64,2024-01-05 09:10:00,Seattle,Desktop,0
6312,1583,23.1,2024-01-05 09:11:00,Austin,Desktop,0
6313,1362,29.8,2024-01-05 09:12:00,Seattle,Desktop,0
6314,1508,20.02,2024-01-05 09:13:00,San Francisco,Mobile,0
6315,1136,82.56,2024-01-05 09:14:00,Seattle,Desktop,0
6316,1174,7.0,2024-01-05 09:15:00,Austin,Mobile,0
6317,1288,164.78,2024-01-05 09:16:00,San Francisco,Mobile,1
6318,1957,50.37,2024-01-05 09:17:00,Chicago,Mobile,0
6319,1480,108.98,2024-01-05 09:18:00,Chicago,Desktop,0
6320,1018,27.78,2024-01-05 09:19:00,Los Angeles,Desktop,0
6321,1194,20.19,2024-01-05 09:20:00,New York,Mobile,0
6322,1329,115.49,2024-01-05 09:21:00,San Francisco,Desktop,0
6323,1935,5.21,2024-01-05 09:22:00,Austin,Desktop,0
6324,1174,6.23,2024-01-05 09:23:00,New York,Desktop,0
6325,1448,17.79,2024-01-05 09:24:00,Chicago,Desktop,0
6326,1924,160.66,2024-01-05 09:25:00,Austin,Desktop,0
6327,1945,50.13,2024-01-05 09:26:00,New York,Mobile,0
6328,1353,40.39,2024-01-05 09:27:00,San Francisco,Desktop,0
6329,1498,61.1,2024-01-05 09:28:00,San Francisco,Desktop,0
6330,1140,27.02,2024-01-05 09:29:00,New York,Desktop,0
6331,1757,70.96,2024-01-05 09:30:00,Seattle,Mobile,0
